Month,Year,DayOfWeek,Sex,Age,VehicleAge,TipoVehiculo,TipoPoliza,Fault,ClaimAmount,FraudFound_P,Fraude
Sep,1996,Monday,Male,31,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Aug,1996,Sunday,Male,27,6 years,Sedan,Collision,Third Party,34500,0,Legítimo
Aug,1996,Tuesday,Male,44,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1996,Wednesday,Female,34,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1996,Thursday,Male,26,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Sep,1996,Wednesday,Male,31,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1996,Monday,Male,29,6 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Aug,1996,Monday,Male,32,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1996,Wednesday,Male,27,6 years,Sedan,Liability,Third Party,34500,0,Legítimo
Oct,1996,Saturday,Male,24,5 years,Sedan,Collision,Third Party,34500,0,Legítimo
Sep,1996,Tuesday,Male,61,6 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Dec,1996,Friday,Male,27,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
May,1996,Thursday,Male,69,more than 7,Sedan,All Perils,Third Party,69000,0,Legítimo
Jun,1996,Monday,Male,32,7 years,Sedan,All Perils,Third Party,64500,0,Legítimo
Sep,1996,Tuesday,Female,26,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Saturday,Male,28,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Dec,1996,Sunday,Male,42,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1996,Friday,Female,63,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1996,Friday,Male,50,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Mar,1996,Friday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
May,1996,Thursday,Male,27,7 years,Utility,All Perils,Third Party,69000,0,Legítimo
Sep,1996,Tuesday,Male,34,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Sep,1996,Tuesday,Male,73,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Jul,1996,Thursday,Male,43,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Jul,1996,Monday,Male,61,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Nov,1996,Wednesday,Male,60,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1996,Wednesday,Male,30,6 years,Sedan,Collision,Policy Holder,69000,1,Fraude
Mar,1996,Thursday,Female,51,7 years,Sedan,Collision,Third Party,15000,0,Legítimo
Apr,1996,Saturday,Male,45,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Apr,1996,Saturday,Male,49,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1996,Thursday,Male,54,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Dec,1996,Sunday,Male,30,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1996,Monday,Male,39,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Apr,1996,Saturday,Male,62,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Apr,1996,Saturday,Male,56,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Jun,1996,Wednesday,Male,62,6 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Apr,1996,Monday,Male,35,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1996,Monday,Male,21,4 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Jul,1996,Monday,Male,47,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Nov,1996,Sunday,Male,49,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Nov,1996,Sunday,Male,34,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1996,Sunday,Female,54,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1996,Friday,Male,61,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1996,Saturday,Male,31,7 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Dec,1996,Wednesday,Female,66,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1996,Monday,Male,43,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1996,Wednesday,Female,32,5 years,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1996,Friday,Male,22,4 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1996,Tuesday,Male,45,more than 7,Sedan,Collision,Policy Holder,69000,0,Legítimo
Apr,1996,Tuesday,Male,65,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Apr,1996,Thursday,Male,36,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1996,Thursday,Male,50,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1996,Thursday,Male,45,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1996,Saturday,Male,33,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Aug,1996,Saturday,Male,26,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Aug,1996,Friday,Male,78,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1996,Friday,Male,38,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1996,Wednesday,Male,40,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1996,Sunday,Male,48,more than 7,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Jan,1996,Wednesday,Male,53,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Aug,1996,Tuesday,Male,28,7 years,Utility,All Perils,Policy Holder,69000,0,Legítimo
Sep,1996,Friday,Male,44,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Sep,1996,Friday,Male,44,5 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jan,1996,Wednesday,Male,61,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1996,Wednesday,Male,43,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Sep,1996,Thursday,Male,43,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Sep,1996,Wednesday,Male,63,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1996,Saturday,Male,46,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jan,1996,Tuesday,Male,50,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1996,Monday,Male,46,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1996,Saturday,Male,61,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Sunday,Male,55,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1996,Thursday,Male,32,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Monday,Male,30,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1996,Friday,Female,28,5 years,Sedan,Liability,Third Party,34500,0,Legítimo
Jun,1996,Wednesday,Male,56,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
May,1996,Tuesday,Male,78,more than 7,Sedan,All Perils,Third Party,15000,0,Legítimo
Sep,1996,Friday,Male,23,2 years,Sedan,Collision,Third Party,24500,0,Legítimo
Mar,1996,Friday,Male,78,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
Mar,1996,Monday,Male,47,more than 7,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Jan,1996,Thursday,Male,65,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Dec,1996,Tuesday,Male,54,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Dec,1996,Wednesday,Male,27,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1996,Tuesday,Female,44,6 years,Sedan,Collision,Third Party,34500,0,Legítimo
Oct,1996,Thursday,Male,35,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1996,Sunday,Male,41,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Dec,1996,Monday,Male,40,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1996,Thursday,Male,27,6 years,Sedan,All Perils,Policy Holder,49500,0,Legítimo
Dec,1996,Friday,Male,54,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1996,Thursday,Male,52,more than 7,Sedan,Collision,Third Party,34500,0,Legítimo
Feb,1996,Wednesday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Sep,1996,Friday,Male,24,5 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Mar,1996,Thursday,Female,30,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1996,Tuesday,Male,36,more than 7,Sedan,Collision,Policy Holder,15000,0,Legítimo
Aug,1996,Thursday,Male,30,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Aug,1996,Tuesday,Male,29,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1996,Thursday,Male,34,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Dec,1996,Wednesday,Female,43,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1996,Friday,Male,75,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1996,Tuesday,Male,63,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
Feb,1996,Thursday,Male,37,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1996,Wednesday,Male,34,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1996,Friday,Female,43,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1996,Tuesday,Male,44,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1996,Saturday,Male,32,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Tuesday,Male,49,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Tuesday,Male,27,7 years,Sedan,Collision,Policy Holder,49500,0,Legítimo
Dec,1996,Wednesday,Male,33,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1996,Friday,Male,41,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1996,Friday,Male,55,more than 7,Sedan,All Perils,Third Party,69000,0,Legítimo
Dec,1996,Wednesday,Male,29,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1996,Saturday,Male,33,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Dec,1996,Thursday,Female,25,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Dec,1996,Saturday,Male,35,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1996,Saturday,Male,30,5 years,Sport,Collision,Policy Holder,69000,0,Legítimo
Sep,1996,Monday,Male,44,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1996,Monday,Male,55,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Aug,1996,Tuesday,Male,48,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1996,Sunday,Male,41,7 years,Sedan,All Perils,Third Party,69000,0,Legítimo
Jul,1996,Friday,Male,56,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1996,Thursday,Female,48,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
May,1996,Sunday,Male,55,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jan,1996,Saturday,Male,50,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1996,Tuesday,Male,49,more than 7,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Dec,1996,Sunday,Male,41,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Sep,1996,Monday,Male,52,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Dec,1996,Wednesday,Male,60,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Nov,1996,Wednesday,Male,32,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1996,Sunday,Male,56,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1996,Friday,Male,36,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1996,Sunday,Male,28,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1996,Friday,Male,33,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Tuesday,Male,34,3 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1996,Thursday,Male,52,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Thursday,Male,32,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1996,Wednesday,Male,46,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1996,Tuesday,Male,34,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Tuesday,Male,66,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jun,1996,Monday,Male,30,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jun,1996,Monday,Male,71,7 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
May,1996,Tuesday,Male,37,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Mar,1996,Wednesday,Male,32,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Thursday,Male,26,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
Dec,1996,Friday,Male,0,new,Sedan,Collision,Policy Holder,69000,0,Legítimo
Dec,1996,Wednesday,Male,33,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1996,Wednesday,Male,39,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1996,Wednesday,Female,41,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Sunday,Male,30,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Sep,1996,Thursday,Male,28,7 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Mar,1996,Monday,Male,26,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1996,Sunday,Male,31,5 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Mar,1996,Sunday,Male,40,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Sep,1996,Friday,Male,78,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Sep,1996,Monday,Male,48,more than 7,Sedan,Liability,Policy Holder,69000,0,Legítimo
Aug,1996,Sunday,Male,33,6 years,Sedan,Collision,Third Party,34500,0,Legítimo
Dec,1996,Friday,Male,51,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1996,Sunday,Male,33,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Feb,1996,Saturday,Male,51,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Sep,1996,Tuesday,Male,49,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Dec,1996,Saturday,Male,29,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Oct,1996,Friday,Male,43,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Feb,1996,Wednesday,Male,62,new,Sedan,All Perils,Third Party,69000,0,Legítimo
Sep,1996,Saturday,Male,31,6 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Mar,1996,Friday,Male,27,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1996,Saturday,Female,26,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1996,Tuesday,Male,45,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Apr,1996,Thursday,Male,51,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Aug,1996,Friday,Male,35,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jul,1996,Saturday,Male,50,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Sunday,Male,31,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1996,Friday,Female,33,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Dec,1996,Thursday,Female,27,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Dec,1996,Thursday,Male,58,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Nov,1996,Friday,Male,40,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Apr,1996,Wednesday,Male,39,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Mar,1996,Sunday,Male,47,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1996,Monday,Female,50,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Nov,1996,Thursday,Male,41,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Sep,1996,Friday,Male,29,6 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Sep,1996,Monday,Male,47,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Dec,1996,Monday,Male,28,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1996,Wednesday,Male,48,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1996,Friday,Female,40,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1996,Friday,Male,28,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
May,1996,Tuesday,Male,32,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1996,Sunday,Male,29,7 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Jun,1996,Wednesday,Male,28,new,Sedan,Collision,Policy Holder,69000,0,Legítimo
Jun,1996,Wednesday,Male,58,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Aug,1996,Thursday,Male,36,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1996,Tuesday,Female,26,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Aug,1996,Monday,Female,33,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Sunday,Male,57,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Sep,1996,Saturday,Male,34,6 years,Sedan,Collision,Third Party,15000,0,Legítimo
Oct,1996,Sunday,Male,34,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1996,Saturday,Male,52,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1996,Saturday,Male,25,6 years,Sedan,Collision,Third Party,15000,0,Legítimo
Dec,1996,Thursday,Female,43,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1996,Saturday,Male,55,more than 7,Sedan,Collision,Third Party,15000,0,Legítimo
Apr,1996,Friday,Male,39,7 years,Utility,All Perils,Policy Holder,49500,0,Legítimo
Jun,1996,Tuesday,Male,43,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Apr,1996,Saturday,Male,57,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1996,Sunday,Male,46,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Nov,1996,Saturday,Male,40,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1996,Tuesday,Female,52,more than 7,Sedan,Liability,Third Party,34500,0,Legítimo
Nov,1996,Thursday,Male,40,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Oct,1996,Sunday,Male,41,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1996,Monday,Male,50,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jul,1996,Monday,Male,26,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jun,1996,Friday,Male,40,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jun,1996,Tuesday,Male,39,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1996,Friday,Male,34,7 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Nov,1996,Saturday,Male,42,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1996,Friday,Male,40,7 years,Sedan,Liability,Policy Holder,15000,0,Legítimo
May,1996,Friday,Male,45,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
May,1996,Friday,Male,34,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
May,1996,Sunday,Male,49,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Oct,1996,Tuesday,Male,26,7 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Oct,1996,Tuesday,Male,41,more than 7,Sedan,Collision,Policy Holder,64500,1,Fraude
May,1996,Saturday,Male,42,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1996,Friday,Male,41,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jun,1996,Saturday,Male,28,7 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Nov,1996,Friday,Male,27,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1996,Thursday,Male,39,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Oct,1996,Wednesday,Male,43,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Sep,1996,Friday,Male,39,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1996,Friday,Male,31,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Tuesday,Male,42,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1996,Thursday,Male,42,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Aug,1996,Saturday,Male,56,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Jul,1996,Saturday,Male,40,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Apr,1996,Wednesday,Male,31,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1996,Wednesday,Female,58,7 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
May,1996,Tuesday,Male,0,new,Sedan,Collision,Policy Holder,69000,0,Legítimo
May,1996,Wednesday,Male,32,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1996,Wednesday,Male,44,6 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Jul,1996,Tuesday,Male,36,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jul,1996,Saturday,Male,27,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1996,Saturday,Male,46,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Oct,1996,Thursday,Male,52,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Dec,1996,Tuesday,Male,34,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Oct,1996,Thursday,Male,27,6 years,Sedan,Liability,Policy Holder,49500,0,Legítimo
May,1996,Tuesday,Male,30,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
May,1996,Wednesday,Male,34,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
May,1996,Sunday,Male,38,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1996,Sunday,Male,41,more than 7,Sedan,Collision,Policy Holder,49500,0,Legítimo
Sep,1996,Friday,Male,49,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1996,Thursday,Male,30,5 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Dec,1996,Friday,Male,40,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Dec,1996,Monday,Male,49,more than 7,Sedan,Collision,Third Party,49500,0,Legítimo
Oct,1996,Thursday,Male,59,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Dec,1996,Monday,Male,34,5 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1996,Tuesday,Female,29,5 years,Sedan,All Perils,Third Party,24500,0,Legítimo
